year steric_MMCP2.6 steric_MMCP4.5 steric_MMCP6.0 steric_MMCP-break steric_MMCP8.5 steric_MMCP-feedback 
 3814 0.392 0.670 1.046 1.950 2.555 2.732 
 3815 0.392 0.671 1.047 1.950 2.556 2.732 
 3816 0.392 0.671 1.047 1.951 2.558 2.733 
 3817 0.391 0.671 1.047 1.950 2.559 2.734 
 3818 0.391 0.671 1.047 1.951 2.559 2.735 
 3819 0.390 0.670 1.047 1.950 2.559 2.736 
 3820 0.391 0.670 1.048 1.950 2.559 2.736 
 3821 0.391 0.670 1.047 1.950 2.558 2.737 
 3822 0.391 0.670 1.047 1.950 2.559 2.737 
 3823 0.391 0.670 1.047 1.951 2.560 2.737 
 3824 0.390 0.669 1.047 1.952 2.561 2.737 
 3825 0.390 0.669 1.047 1.953 2.562 2.737 
 3826 0.391 0.668 1.047 1.953 2.563 2.736 
 3827 0.391 0.668 1.047 1.953 2.563 2.737 
 3828 0.391 0.669 1.048 1.953 2.563 2.737 
 3829 0.391 0.669 1.047 1.954 2.563 2.739 
 3830 0.391 0.669 1.047 1.956 2.563 2.740 
 3831 0.392 0.669 1.047 1.956 2.563 2.740 
 3832 0.392 0.669 1.047 1.956 2.563 2.740 
 3833 0.392 0.669 1.047 1.956 2.564 2.741 
 3834 0.391 0.668 1.048 1.957 2.564 2.742 
 3835 0.391 0.668 1.047 1.957 2.563 2.743 
 3836 0.391 0.668 1.046 1.957 2.564 2.743 
 3837 0.391 0.668 1.046 1.957 2.564 2.744 
 3838 0.391 0.668 1.045 1.956 2.564 2.745 
 3839 0.391 0.668 1.045 1.956 2.564 2.745 
 3840 0.391 0.669 1.046 1.957 2.563 2.745 
 3841 0.390 0.669 1.046 1.958 2.563 2.747 
 3842 0.389 0.669 1.046 1.958 2.564 2.747 
 3843 0.389 0.668 1.047 1.958 2.565 2.747 
 3844 0.388 0.668 1.048 1.959 2.566 2.748 
 3845 0.389 0.667 1.047 1.958 2.566 2.748 
 3846 0.389 0.667 1.046 1.958 2.566 2.748 
 3847 0.388 0.666 1.046 1.958 2.565 2.748 
 3848 0.388 0.666 1.046 1.959 2.565 2.748 
 3849 0.388 0.666 1.045 1.960 2.566 2.748 
 3850 0.387 0.666 1.046 1.960 2.566 2.748 
 3851 0.387 0.665 1.046 1.961 2.566 2.747 
 3852 0.388 0.665 1.047 1.961 2.567 2.748 
 3853 0.388 0.665 1.047 1.961 2.568 2.749 
 3854 0.388 0.666 1.048 1.961 2.568 2.749 
 3855 0.388 0.666 1.048 1.962 2.567 2.750 
 3856 0.387 0.666 1.049 1.961 2.567 2.751 
 3857 0.387 0.666 1.049 1.962 2.568 2.752 
 3858 0.387 0.666 1.048 1.962 2.567 2.752 
 3859 0.386 0.666 1.048 1.962 2.568 2.751 
 3860 0.386 0.666 1.048 1.962 2.567 2.752 
 3861 0.385 0.665 1.048 1.962 2.567 2.752 
 3862 0.386 0.665 1.047 1.962 2.567 2.752 
 3863 0.386 0.665 1.047 1.961 2.566 2.752 
 3864 0.385 0.665 1.046 1.961 2.566 2.753 
 3865 0.385 0.665 1.046 1.961 2.566 2.753 
 3866 0.385 0.664 1.046 1.961 2.568 2.753 
 3867 0.385 0.665 1.046 1.961 2.569 2.753 
 3868 0.385 0.665 1.047 1.962 2.569 2.754 
 3869 0.385 0.664 1.047 1.961 2.570 2.753 
 3870 0.386 0.664 1.047 1.962 2.569 2.753 
 3871 0.386 0.664 1.048 1.962 2.569 2.754 
 3872 0.386 0.665 1.048 1.963 2.569 2.754 
 3873 0.386 0.665 1.047 1.963 2.570 2.754 
 3874 0.387 0.664 1.047 1.962 2.570 2.754 
 3875 0.387 0.663 1.046 1.963 2.571 2.754 
 3876 0.387 0.664 1.047 1.962 2.571 2.755 
 3877 0.386 0.663 1.046 1.962 2.570 2.756 
 3878 0.386 0.663 1.047 1.963 2.571 2.757 
 3879 0.387 0.663 1.047 1.963 2.572 2.758 
 3880 0.387 0.664 1.048 1.964 2.573 2.758 
 3881 0.388 0.663 1.047 1.963 2.574 2.759 
 3882 0.389 0.663 1.048 1.964 2.574 2.759 
 3883 0.389 0.663 1.047 1.963 2.573 2.760 
 3884 0.388 0.662 1.047 1.964 2.572 2.760 
 3885 0.387 0.662 1.047 1.964 2.572 2.760 
 3886 0.387 0.662 1.047 1.964 2.572 2.761 
 3887 0.387 0.661 1.047 1.964 2.572 2.761 
 3888 0.387 0.661 1.047 1.964 2.572 2.761 
 3889 0.388 0.661 1.047 1.964 2.573 2.761 
 3890 0.388 0.662 1.047 1.963 2.574 2.760 
 3891 0.388 0.662 1.048 1.964 2.574 2.761 
 3892 0.387 0.662 1.048 1.965 2.574 2.761 
 3893 0.388 0.662 1.049 1.965 2.574 2.761 
 3894 0.389 0.663 1.049 1.966 2.574 2.761 
 3895 0.389 0.663 1.049 1.966 2.574 2.762 
 3896 0.389 0.663 1.048 1.966 2.574 2.763 
 3897 0.389 0.663 1.048 1.966 2.573 2.763 
 3898 0.389 0.663 1.049 1.966 2.573 2.763 
 3899 0.388 0.662 1.049 1.967 2.572 2.763 
 3900 0.387 0.662 1.049 1.967 2.573 2.763 
 3901 0.387 0.662 1.049 1.967 2.573 2.764 
 3902 0.387 0.662 1.049 1.968 2.572 2.764 
 3903 0.387 0.662 1.048 1.968 2.572 2.764 
 3904 0.387 0.662 1.048 1.968 2.573 2.764 
 3905 0.386 0.661 1.049 1.968 2.574 2.765 
 3906 0.387 0.661 1.049 1.968 2.575 2.765 
 3907 0.387 0.661 1.049 1.969 2.576 2.766 
 3908 0.387 0.661 1.049 1.969 2.577 2.767 
 3909 0.386 0.661 1.049 1.971 2.577 2.768 
 3910 0.386 0.662 1.049 1.970 2.577 2.768 
 3911 0.386 0.662 1.050 1.970 2.577 2.769 
 3912 0.386 0.662 1.050 1.969 2.577 2.769 
 3913 0.386 0.662 1.050 1.969 2.577 2.769 
 3914 0.387 0.662 1.049 1.969 2.577 2.770 
 3915 0.387 0.661 1.049 1.970 2.577 2.770 
 3916 0.387 0.661 1.049 1.970 2.577 2.771 
 3917 0.387 0.660 1.049 1.969 2.577 2.772 
 3918 0.387 0.660 1.049 1.969 2.578 2.773 
 3919 0.386 0.661 1.050 1.970 2.578 2.773 
 3920 0.387 0.661 1.050 1.970 2.579 2.773 
 3921 0.387 0.660 1.050 1.970 2.578 2.773 
 3922 0.387 0.660 1.051 1.971 2.579 2.773 
 3923 0.387 0.660 1.051 1.971 2.579 2.774 
 3924 0.387 0.659 1.051 1.970 2.580 2.774 
 3925 0.387 0.659 1.051 1.971 2.579 2.774 
 3926 0.387 0.658 1.051 1.971 2.578 2.774 
 3927 0.388 0.657 1.051 1.971 2.578 2.774 
 3928 0.387 0.657 1.052 1.971 2.578 2.775 
 3929 0.387 0.657 1.053 1.971 2.578 2.774 
 3930 0.387 0.658 1.052 1.972 2.579 2.774 
 3931 0.388 0.658 1.052 1.973 2.579 2.775 
 3932 0.388 0.658 1.052 1.973 2.579 2.776 
 3933 0.388 0.657 1.052 1.973 2.580 2.776 
 3934 0.389 0.658 1.052 1.974 2.581 2.776 
 3935 0.389 0.659 1.052 1.974 2.581 2.777 
 3936 0.389 0.658 1.052 1.974 2.581 2.777 
 3937 0.388 0.657 1.052 1.974 2.581 2.777 
 3938 0.388 0.657 1.052 1.973 2.581 2.777 
 3939 0.387 0.657 1.052 1.973 2.581 2.778 
 3940 0.387 0.658 1.051 1.972 2.580 2.778 
 3941 0.386 0.658 1.052 1.973 2.580 2.778 
 3942 0.385 0.658 1.052 1.974 2.581 2.779 
 3943 0.385 0.658 1.052 1.973 2.581 2.780 
 3944 0.386 0.658 1.052 1.973 2.581 2.780 
 3945 0.386 0.658 1.051 1.974 2.582 2.781 
 3946 0.386 0.658 1.052 1.974 2.583 2.781 
 3947 0.386 0.657 1.053 1.974 2.583 2.781 
 3948 0.385 0.658 1.054 1.974 2.583 2.780 
 3949 0.385 0.656 1.053 1.974 2.582 2.781 
 3950 0.384 0.656 1.053 1.973 2.582 2.781 
 3951 0.384 0.656 1.053 1.973 2.582 2.781 
 3952 0.384 0.657 1.053 1.973 2.582 2.782 
 3953 0.384 0.657 1.053 1.973 2.581 2.782 
 3954 0.384 0.657 1.053 1.973 2.581 2.782 
 3955 0.384 0.656 1.053 1.973 2.581 2.783 
 3956 0.385 0.656 1.053 1.973 2.580 2.784 
 3957 0.385 0.656 1.052 1.973 2.580 2.784 
 3958 0.384 0.656 1.053 1.974 2.581 2.785 
 3959 0.384 0.656 1.053 1.974 2.582 2.785 
 3960 0.384 0.656 1.054 1.974 2.583 2.786 
 3961 0.384 0.656 1.054 1.974 2.583 2.787 
 3962 0.384 0.655 1.054 1.974 2.583 2.787 
 3963 0.385 0.655 1.054 1.974 2.583 2.787 
 3964 0.385 0.654 1.055 1.975 2.583 2.787 
 3965 0.384 0.654 1.055 1.974 2.583 2.787 
 3966 0.385 0.654 1.055 1.974 2.582 2.787 
 3967 0.385 0.654 1.055 1.974 2.581 2.787 
 3968 0.385 0.654 1.055 1.973 2.582 2.788 
 3969 0.384 0.654 1.055 1.974 2.583 2.788 
 3970 0.384 0.654 1.055 1.975 2.583 2.788 
 3971 0.384 0.655 1.055 1.975 2.584 2.789 
 3972 0.384 0.655 1.055 1.975 2.584 2.789 
 3973 0.385 0.655 1.056 1.974 2.584 2.789 
 3974 0.385 0.655 1.056 1.974 2.584 2.789 
 3975 0.385 0.655 1.056 1.975 2.584 2.789 
 3976 0.385 0.654 1.055 1.975 2.585 2.789 
 3977 0.384 0.654 1.055 1.974 2.585 2.790 
 3978 0.384 0.654 1.055 1.974 2.585 2.790 
 3979 0.384 0.654 1.055 1.974 2.585 2.790 
 3980 0.384 0.654 1.055 1.973 2.585 2.790 
 3981 0.383 0.654 1.055 1.973 2.585 2.790 
 3982 0.383 0.654 1.055 1.974 2.586 2.790 
 3983 0.383 0.653 1.055 1.974 2.587 2.791 
 3984 0.383 0.653 1.055 1.975 2.587 2.792 
 3985 0.383 0.653 1.056 1.975 2.587 2.793 
 3986 0.384 0.653 1.056 1.976 2.587 2.793 
 3987 0.384 0.653 1.054 1.975 2.588 2.794 
 3988 0.384 0.653 1.054 1.974 2.589 2.795 
 3989 0.384 0.653 1.054 1.974 2.588 2.796 
 3990 0.383 0.653 1.054 1.974 2.588 2.796 
 3991 0.384 0.653 1.054 1.975 2.587 2.796 
 3992 0.383 0.652 1.053 1.976 2.587 2.796 
 3993 0.383 0.652 1.054 1.975 2.587 2.795 
 3994 0.382 0.651 1.054 1.975 2.586 2.796 
 3995 0.382 0.650 1.054 1.975 2.586 2.796 
 3996 0.381 0.651 1.054 1.976 2.587 2.795 
 3997 0.381 0.651 1.055 1.976 2.588 2.796 
 3998 0.381 0.651 1.054 1.976 2.588 2.796 
 3999 0.381 0.652 1.054 1.976 2.588 2.795 
 4000 0.380 0.652 1.054 1.976 2.587 2.795 
 4001 0.380 0.652 1.055 1.975 2.587 2.795 
 4002 0.380 0.651 1.055 1.975 2.587 2.796 
 4003 0.381 0.651 1.056 1.976 2.587 2.797 
 4004 0.381 0.651 1.055 1.977 2.587 2.797 
 4005 0.380 0.650 1.055 1.977 2.587 2.798 
 4006 0.381 0.650 1.055 1.977 2.587 2.799 
 4007 0.380 0.650 1.055 1.977 2.587 2.799 
 4008 0.380 0.650 1.055 1.978 2.588 2.799 
 4009 0.380 0.650 1.055 1.979 2.588 2.800 
 4010 0.379 0.649 1.055 1.980 2.588 2.800 
 4011 0.379 0.649 1.055 1.980 2.589 2.801 
 4012 0.379 0.650 1.055 1.980 2.589 2.802 
 4013 0.380 0.649 1.055 1.980 2.589 2.802 
 4014 0.381 0.649 1.055 1.980 2.590 2.802 
 4015 0.380 0.649 1.055 1.980 2.590 2.803 
 4016 0.380 0.649 1.055 1.980 2.590 2.803 
 4017 0.380 0.649 1.055 1.980 2.591 2.803 
 4018 0.379 0.649 1.055 1.980 2.591 2.803 
 4019 0.379 0.649 1.055 1.979 2.591 2.804 
 4020 0.379 0.648 1.055 1.979 2.592 2.805 
 4021 0.379 0.647 1.054 1.980 2.592 2.805 
 4022 0.380 0.648 1.054 1.979 2.593 2.804 
 4023 0.380 0.649 1.055 1.980 2.592 2.805 
 4024 0.380 0.649 1.054 1.980 2.592 2.806 
 4025 0.380 0.649 1.053 1.981 2.592 2.806 
 4026 0.379 0.649 1.054 1.980 2.592 2.806 
 4027 0.379 0.649 1.054 1.979 2.592 2.806 
 4028 0.379 0.648 1.054 1.979 2.592 2.807 
 4029 0.378 0.648 1.053 1.980 2.592 2.808 
 4030 0.378 0.648 1.054 1.980 2.592 2.809 
 4031 0.378 0.648 1.054 1.979 2.592 2.809 
 4032 0.378 0.648 1.054 1.979 2.591 2.809 
 4033 0.378 0.648 1.054 1.979 2.591 2.809 
 4034 0.377 0.648 1.054 1.978 2.591 2.810 
 4035 0.376 0.648 1.054 1.979 2.591 2.811 
 4036 0.377 0.648 1.054 1.979 2.591 2.811 
 4037 0.376 0.648 1.054 1.980 2.592 2.812 
 4038 0.377 0.649 1.053 1.980 2.593 2.812 
 4039 0.378 0.649 1.053 1.981 2.593 2.812 
 4040 0.378 0.648 1.053 1.981 2.593 2.812 
 4041 0.377 0.647 1.053 1.980 2.593 2.812 
 4042 0.377 0.646 1.053 1.979 2.593 2.813 
 4043 0.377 0.646 1.054 1.980 2.593 2.813 
 4044 0.378 0.646 1.055 1.980 2.593 2.812 
 4045 0.377 0.646 1.055 1.981 2.594 2.812 
 4046 0.377 0.646 1.055 1.981 2.594 2.813 
 4047 0.377 0.646 1.056 1.981 2.594 2.813 
 4048 0.377 0.647 1.056 1.981 2.594 2.813 
 4049 0.377 0.647 1.056 1.981 2.593 2.812 
 4050 0.377 0.647 1.056 1.981 2.593 2.811 
 4051 0.377 0.647 1.057 1.981 2.593 2.812 
 4052 0.378 0.646 1.056 1.981 2.594 2.812 
 4053 0.378 0.647 1.056 1.981 2.594 2.813 
 4054 0.378 0.647 1.056 1.981 2.593 2.813 
 4055 0.379 0.646 1.056 1.982 2.593 2.813 
 4056 0.378 0.646 1.057 1.982 2.594 2.812 
 4057 0.378 0.646 1.056 1.982 2.594 2.812 
 4058 0.377 0.645 1.057 1.982 2.594 2.813 
 4059 0.376 0.645 1.057 1.982 2.594 2.814 
 4060 0.376 0.645 1.057 1.982 2.594 2.814 
 4061 0.376 0.644 1.058 1.982 2.594 2.814 
 4062 0.376 0.643 1.059 1.982 2.594 2.815 
 4063 0.377 0.643 1.059 1.983 2.594 2.816 
 4064 0.377 0.644 1.059 1.983 2.596 2.816 
 4065 0.376 0.644 1.060 1.983 2.596 2.816 
 4066 0.376 0.645 1.060 1.983 2.596 2.817 
 4067 0.376 0.645 1.061 1.983 2.595 2.817 
 4068 0.376 0.645 1.060 1.983 2.595 2.817 
 4069 0.375 0.645 1.060 1.983 2.595 2.816 
 4070 0.375 0.645 1.060 1.983 2.595 2.817 
 4071 0.374 0.646 1.060 1.983 2.596 2.817 
 4072 0.374 0.645 1.059 1.982 2.596 2.816 
 4073 0.375 0.645 1.058 1.982 2.596 2.816 
 4074 0.375 0.645 1.058 1.982 2.597 2.816 
 4075 0.375 0.645 1.058 1.982 2.597 2.816 
 4076 0.375 0.644 1.059 1.982 2.598 2.816 
 4077 0.375 0.644 1.059 1.982 2.597 2.816 
 4078 0.374 0.644 1.060 1.981 2.598 2.817 
 4079 0.375 0.644 1.060 1.981 2.598 2.819 
 4080 0.375 0.644 1.060 1.982 2.598 2.819 
 4081 0.376 0.644 1.060 1.983 2.598 2.820 
 4082 0.376 0.643 1.059 1.983 2.598 2.819 
 4083 0.376 0.643 1.060 1.982 2.598 2.820 
 4084 0.376 0.642 1.059 1.982 2.597 2.821 
 4085 0.376 0.641 1.059 1.982 2.596 2.821 
 4086 0.376 0.641 1.059 1.983 2.597 2.821 
 4087 0.376 0.642 1.059 1.984 2.598 2.821 
 4088 0.375 0.642 1.059 1.984 2.598 2.822 
 4089 0.375 0.643 1.058 1.985 2.599 2.824 
 4090 0.375 0.644 1.058 1.984 2.600 2.824 
 4091 0.375 0.644 1.058 1.984 2.600 2.824 
 4092 0.375 0.643 1.058 1.984 2.600 2.825 
 4093 0.374 0.643 1.059 1.985 2.600 2.825 
 4094 0.374 0.642 1.059 1.985 2.601 2.826 
 4095 0.374 0.642 1.058 1.985 2.601 2.826 
 4096 0.375 0.642 1.058 1.985 2.601 2.826 
 4097 0.375 0.642 1.058 1.985 2.602 2.827 
 4098 0.375 0.642 1.057 1.984 2.601 2.827 
 4099 0.374 0.642 1.058 1.984 2.601 2.828 
 4100 0.374 0.642 1.058 1.984 2.601 2.828 
 4101 0.374 0.643 1.058 1.984 2.601 2.828 
 4102 0.374 0.643 1.059 1.985 2.602 2.828 
 4103 0.374 0.643 1.060 1.985 2.602 2.828 
 4104 0.375 0.642 1.060 1.985 2.602 2.828 
 4105 0.374 0.642 1.060 1.985 2.603 2.828 
 4106 0.374 0.641 1.060 1.986 2.603 2.829 
 4107 0.374 0.640 1.061 1.985 2.603 2.830 
 4108 0.374 0.640 1.062 1.986 2.604 2.831 
 4109 0.374 0.641 1.062 1.986 2.605 2.831 
 4110 0.373 0.640 1.063 1.986 2.605 2.831 
 4111 0.373 0.640 1.063 1.986 2.604 2.832 
 4112 0.372 0.640 1.063 1.986 2.604 2.832 
 4113 0.372 0.639 1.063 1.986 2.604 2.833 
 4114 0.371 0.640 1.062 1.986 2.603 2.833 
 4115 0.371 0.640 1.062 1.986 2.603 2.833 
 4116 0.372 0.640 1.062 1.986 2.603 2.834 
 4117 0.373 0.641 1.062 1.986 2.603 2.835 
 4118 0.373 0.642 1.062 1.986 2.603 2.835 
 4119 0.373 0.642 1.062 1.986 2.602 2.835 
 4120 0.373 0.643 1.062 1.986 2.603 2.834 
 4121 0.373 0.642 1.062 1.986 2.603 2.834 
 4122 0.373 0.642 1.062 1.986 2.603 2.835 
 4123 0.373 0.641 1.061 1.986 2.603 2.835 
 4124 0.373 0.641 1.061 1.986 2.602 2.834 
 4125 0.373 0.641 1.061 1.987 2.603 2.834 
 4126 0.372 0.641 1.061 1.987 2.603 2.833 
 4127 0.372 0.640 1.060 1.987 2.603 2.835 
 4128 0.372 0.640 1.060 1.988 2.603 2.836 
 4129 0.373 0.640 1.059 1.988 2.604 2.837 
 4130 0.374 0.641 1.059 1.988 2.605 2.837 
 4131 0.374 0.640 1.060 1.988 2.605 2.838 
 4132 0.374 0.641 1.060 1.988 2.605 2.838 
 4133 0.374 0.640 1.060 1.988 2.605 2.837 
 4134 0.374 0.639 1.060 1.988 2.606 2.837 
 4135 0.374 0.638 1.060 1.988 2.606 2.837 
 4136 0.373 0.638 1.059 1.987 2.606 2.837 
 4137 0.373 0.639 1.059 1.988 2.606 2.837 
 4138 0.373 0.639 1.059 1.987 2.606 2.837 
 4139 0.374 0.639 1.060 1.988 2.606 2.838 
 4140 0.374 0.640 1.060 1.987 2.607 2.838 
 4141 0.374 0.640 1.060 1.987 2.607 2.839 
 4142 0.374 0.640 1.060 1.987 2.607 2.839 
 4143 0.374 0.640 1.060 1.987 2.608 2.839 
 4144 0.374 0.640 1.059 1.988 2.608 2.839 
 4145 0.374 0.640 1.059 1.988 2.608 2.840 
 4146 0.374 0.640 1.059 1.988 2.609 2.840 
 4147 0.374 0.640 1.060 1.988 2.609 2.840 
 4148 0.375 0.639 1.059 1.988 2.610 2.840 
 4149 0.374 0.639 1.059 1.988 2.610 2.841 
 4150 0.375 0.639 1.059 1.987 2.610 2.841 
 4151 0.374 0.639 1.060 1.987 2.610 2.841 
 4152 0.374 0.640 1.060 1.987 2.610 2.842 
 4153 0.374 0.640 1.060 1.987 2.611 2.843 
 4154 0.373 0.640 1.060 1.987 2.611 2.843 
 4155 0.372 0.641 1.060 1.988 2.611 2.843 
 4156 0.373 0.641 1.060 1.988 2.610 2.843 
 4157 0.372 0.641 1.060 1.988 2.611 2.843 
 4158 0.372 0.640 1.060 1.988 2.611 2.844 
 4159 0.372 0.640 1.060 1.987 2.611 2.845 
 4160 0.373 0.640 1.059 1.987 2.611 2.845 
 4161 0.373 0.640 1.059 1.987 2.611 2.845 
 4162 0.372 0.640 1.060 1.986 2.610 2.844 
 4163 0.372 0.640 1.061 1.986 2.610 2.844 
 4164 0.373 0.639 1.061 1.986 2.610 2.844 
 4165 0.373 0.639 1.061 1.986 2.609 2.845 
 4166 0.372 0.638 1.061 1.986 2.609 2.846 
 4167 0.372 0.638 1.062 1.986 2.610 2.846 
 4168 0.372 0.637 1.062 1.986 2.610 2.847 
 4169 0.372 0.638 1.062 1.986 2.611 2.846 
 4170 0.372 0.638 1.062 1.986 2.612 2.846 
 4171 0.372 0.638 1.061 1.986 2.611 2.846 
 4172 0.372 0.639 1.061 1.986 2.611 2.846 
 4173 0.372 0.638 1.060 1.985 2.611 2.846 
 4174 0.372 0.637 1.059 1.986 2.610 2.846 
 4175 0.372 0.637 1.059 1.986 2.609 2.846 
 4176 0.372 0.636 1.059 1.986 2.609 2.846 
 4177 0.371 0.636 1.060 1.987 2.609 2.847 
 4178 0.371 0.637 1.059 1.987 2.609 2.848 
 4179 0.371 0.637 1.060 1.987 2.610 2.848 
 4180 0.371 0.638 1.060 1.988 2.610 2.849 
 4181 0.371 0.638 1.061 1.988 2.611 2.849 
 4182 0.371 0.637 1.061 1.989 2.612 2.849 
 4183 0.372 0.637 1.062 1.988 2.611 2.849 
 4184 0.372 0.636 1.062 1.988 2.611 2.848 
 4185 0.373 0.636 1.062 1.989 2.610 2.849 
 4186 0.373 0.636 1.062 1.989 2.610 2.849 
 4187 0.373 0.636 1.062 1.989 2.610 2.849 
 4188 0.372 0.636 1.062 1.989 2.609 2.849 
 4189 0.372 0.636 1.062 1.988 2.609 2.850 
 4190 0.371 0.636 1.061 1.989 2.609 2.851 
 4191 0.371 0.636 1.062 1.989 2.610 2.852 
 4192 0.371 0.636 1.062 1.989 2.610 2.852 
 4193 0.371 0.636 1.061 1.990 2.611 2.852 
 4194 0.370 0.636 1.061 1.991 2.611 2.851 
 4195 0.371 0.635 1.061 1.991 2.612 2.852 
 4196 0.371 0.635 1.060 1.990 2.613 2.852 
 4197 0.371 0.636 1.060 1.990 2.613 2.851 
 4198 0.372 0.635 1.060 1.990 2.613 2.851 
 4199 0.372 0.635 1.060 1.990 2.614 2.852 
 4200 0.372 0.635 1.060 1.990 2.613 2.852 
 4201 0.372 0.634 1.061 1.990 2.613 2.852 
 4202 0.372 0.634 1.061 1.990 2.612 2.852 
 4203 0.372 0.633 1.060 1.990 2.612 2.852 
 4204 0.371 0.634 1.060 1.990 2.612 2.854 
 4205 0.372 0.635 1.060 1.989 2.613 2.855 
 4206 0.372 0.635 1.060 1.989 2.613 2.856 
 4207 0.371 0.635 1.060 1.989 2.614 2.856 
 4208 0.371 0.635 1.059 1.989 2.614 2.856 
 4209 0.372 0.634 1.059 1.989 2.614 2.857 
 4210 0.372 0.633 1.060 1.990 2.615 2.857 
 4211 0.371 0.632 1.060 1.991 2.614 2.857 
 4212 0.371 0.632 1.059 1.991 2.614 2.858 
 4213 0.372 0.632 1.059 1.991 2.614 2.858 
 4214 0.371 0.631 1.058 1.990 2.614 2.857 
 4215 0.371 0.631 1.058 1.990 2.614 2.856 
 4216 0.371 0.631 1.058 1.990 2.614 2.857 
 4217 0.371 0.632 1.058 1.990 2.614 2.858 
 4218 0.372 0.631 1.059 1.990 2.615 2.859 
 4219 0.371 0.631 1.060 1.990 2.615 2.860 
 4220 0.372 0.631 1.060 1.991 2.615 2.859 
 4221 0.372 0.631 1.060 1.991 2.615 2.859 
 4222 0.371 0.631 1.060 1.991 2.616 2.859 
 4223 0.371 0.630 1.061 1.992 2.616 2.859 
 4224 0.371 0.630 1.060 1.992 2.616 2.859 
 4225 0.372 0.632 1.059 1.992 2.617 2.859 
 4226 0.372 0.632 1.059 1.992 2.617 2.860 
 4227 0.372 0.632 1.060 1.992 2.617 2.859 
 4228 0.372 0.632 1.060 1.992 2.617 2.860 
 4229 0.371 0.632 1.060 1.993 2.617 2.860 
 4230 0.371 0.632 1.060 1.992 2.618 2.860 
 4231 0.371 0.632 1.060 1.992 2.618 2.861 
 4232 0.371 0.632 1.061 1.992 2.619 2.861 
 4233 0.371 0.631 1.061 1.992 2.619 2.862 
 4234 0.371 0.631 1.061 1.991 2.619 2.863 
 4235 0.371 0.632 1.061 1.992 2.619 2.863 
 4236 0.370 0.633 1.061 1.992 2.620 2.863 
 4237 0.370 0.633 1.060 1.992 2.620 2.863 
 4238 0.370 0.632 1.060 1.991 2.620 2.862 
 4239 0.371 0.632 1.060 1.991 2.620 2.862 
 4240 0.371 0.631 1.060 1.991 2.620 2.862 
 4241 0.370 0.631 1.060 1.991 2.620 2.861 
 4242 0.370 0.631 1.060 1.991 2.620 2.861 
 4243 0.370 0.630 1.059 1.991 2.621 2.862 
 4244 0.371 0.630 1.059 1.991 2.620 2.862 
 4245 0.371 0.630 1.060 1.991 2.620 2.862 
 4246 0.371 0.630 1.060 1.992 2.620 2.862 
 4247 0.371 0.630 1.060 1.993 2.621 2.862 
 4248 0.371 0.630 1.060 1.993 2.621 2.863 
 4249 0.371 0.631 1.059 1.993 2.620 2.863 
 4250 0.370 0.631 1.058 1.994 2.620 2.862 
 4251 0.369 0.631 1.059 1.994 2.621 2.862 
 4252 0.369 0.630 1.059 1.992 2.621 2.862 
 4253 0.368 0.631 1.060 1.992 2.621 2.862 
 4254 0.369 0.630 1.060 1.991 2.621 2.864 
 4255 0.369 0.630 1.060 1.992 2.621 2.864 
 4256 0.369 0.630 1.060 1.993 2.622 2.865 
 4257 0.369 0.629 1.061 1.993 2.622 2.866 
 4258 0.369 0.630 1.061 1.993 2.621 2.866 
 4259 0.370 0.630 1.061 1.992 2.621 2.866 
 4260 0.369 0.630 1.061 1.992 2.621 2.866 
 4261 0.369 0.629 1.061 1.992 2.622 2.866 
 4262 0.369 0.629 1.061 1.992 2.622 2.865 
 4263 0.369 0.628 1.061 1.993 2.622 2.865 
 4264 0.370 0.629 1.061 1.993 2.622 2.865 
 4265 0.369 0.628 1.061 1.992 2.621 2.865 
 4266 0.368 0.628 1.061 1.992 2.621 2.865 
 4267 0.368 0.628 1.060 1.992 2.621 2.866 
 4268 0.367 0.628 1.059 1.992 2.621 2.866 
 4269 0.367 0.628 1.059 1.992 2.621 2.867 
 4270 0.367 0.628 1.059 1.993 2.621 2.868 
 4271 0.368 0.628 1.060 1.993 2.622 2.868 
 4272 0.369 0.629 1.060 1.994 2.622 2.869 
 4273 0.369 0.628 1.060 1.993 2.622 2.870 
 4274 0.369 0.628 1.059 1.993 2.622 2.870 
 4275 0.368 0.628 1.059 1.993 2.622 2.871 
 4276 0.368 0.628 1.059 1.993 2.622 2.871 
 4277 0.369 0.628 1.059 1.993 2.622 2.871 
 4278 0.369 0.628 1.059 1.993 2.621 2.871 
 4279 0.368 0.628 1.060 1.993 2.621 2.871 
 4280 0.368 0.628 1.060 1.993 2.620 2.871 
 4281 0.368 0.628 1.060 1.992 2.620 2.871 
 4282 0.369 0.628 1.060 1.992 2.620 2.870 
 4283 0.369 0.628 1.059 1.993 2.620 2.871 
 4284 0.368 0.628 1.059 1.994 2.621 2.870 
 4285 0.368 0.628 1.060 1.994 2.621 2.871 
 4286 0.368 0.628 1.061 1.995 2.622 2.871 
 4287 0.368 0.628 1.060 1.995 2.621 2.872 
 4288 0.368 0.628 1.060 1.994 2.621 2.872 
 4289 0.368 0.627 1.059 1.994 2.621 2.873 
 4290 0.369 0.627 1.058 1.994 2.621 2.873 
 4291 0.370 0.626 1.059 1.994 2.621 2.874 
 4292 0.369 0.625 1.059 1.994 2.622 2.873 
 4293 0.369 0.625 1.059 1.994 2.622 2.873 
