year glaciers_MMCP2.6 glaciers_MMCP4.5 glaciers_MMCP6.0 glaciers_MMCP-break glaciers_MMCP8.5 glaciers_MMCP-feedback 
 2469 0.152 0.167 0.179 0.194 0.198 0.198 
 2470 0.152 0.167 0.179 0.194 0.198 0.198 
 2471 0.153 0.168 0.179 0.195 0.198 0.198 
 2472 0.153 0.168 0.180 0.195 0.198 0.198 
 2473 0.153 0.168 0.180 0.195 0.198 0.198 
 2474 0.153 0.168 0.180 0.195 0.198 0.199 
 2475 0.153 0.168 0.180 0.195 0.199 0.199 
 2476 0.153 0.168 0.180 0.195 0.199 0.199 
 2477 0.154 0.169 0.180 0.196 0.199 0.199 
 2478 0.154 0.169 0.181 0.196 0.199 0.199 
 2479 0.154 0.169 0.181 0.196 0.199 0.199 
 2480 0.154 0.169 0.181 0.196 0.199 0.199 
 2481 0.154 0.169 0.181 0.196 0.199 0.200 
 2482 0.154 0.169 0.181 0.196 0.200 0.200 
 2483 0.155 0.170 0.182 0.197 0.200 0.200 
 2484 0.155 0.170 0.182 0.197 0.200 0.200 
 2485 0.155 0.170 0.182 0.197 0.200 0.200 
 2486 0.155 0.170 0.182 0.197 0.200 0.200 
 2487 0.155 0.170 0.182 0.197 0.200 0.201 
 2488 0.155 0.170 0.182 0.197 0.201 0.201 
 2489 0.156 0.171 0.183 0.198 0.201 0.201 
 2490 0.156 0.171 0.183 0.198 0.201 0.201 
 2491 0.156 0.171 0.183 0.198 0.201 0.201 
 2492 0.156 0.171 0.183 0.198 0.201 0.201 
 2493 0.156 0.171 0.183 0.198 0.201 0.201 
 2494 0.156 0.171 0.183 0.198 0.201 0.202 
 2495 0.156 0.172 0.184 0.198 0.202 0.202 
 2496 0.157 0.172 0.184 0.199 0.202 0.202 
 2497 0.157 0.172 0.184 0.199 0.202 0.202 
 2498 0.157 0.172 0.184 0.199 0.202 0.202 
 2499 0.157 0.172 0.184 0.199 0.202 0.202 
 2500 0.157 0.172 0.184 0.199 0.202 0.202 
 2501 0.157 0.173 0.185 0.199 0.203 0.203 
 2502 0.158 0.173 0.185 0.199 0.203 0.203 
 2503 0.158 0.173 0.185 0.200 0.203 0.203 
 2504 0.158 0.173 0.185 0.200 0.203 0.203 
 2505 0.158 0.173 0.185 0.200 0.203 0.203 
 2506 0.158 0.173 0.185 0.200 0.203 0.203 
 2507 0.158 0.174 0.185 0.200 0.203 0.203 
 2508 0.158 0.174 0.186 0.200 0.204 0.204 
 2509 0.159 0.174 0.186 0.200 0.204 0.204 
 2510 0.159 0.174 0.186 0.201 0.204 0.204 
 2511 0.159 0.174 0.186 0.201 0.204 0.204 
 2512 0.159 0.174 0.186 0.201 0.204 0.204 
 2513 0.159 0.175 0.186 0.201 0.204 0.204 
 2514 0.159 0.175 0.187 0.201 0.204 0.204 
 2515 0.159 0.175 0.187 0.201 0.204 0.205 
 2516 0.160 0.175 0.187 0.201 0.205 0.205 
 2517 0.160 0.175 0.187 0.202 0.205 0.205 
 2518 0.160 0.175 0.187 0.202 0.205 0.205 
 2519 0.160 0.176 0.187 0.202 0.205 0.205 
 2520 0.160 0.176 0.188 0.202 0.205 0.205 
 2521 0.160 0.176 0.188 0.202 0.205 0.205 
 2522 0.161 0.176 0.188 0.202 0.205 0.205 
 2523 0.161 0.176 0.188 0.202 0.205 0.206 
 2524 0.161 0.176 0.188 0.203 0.206 0.206 
 2525 0.161 0.177 0.188 0.203 0.206 0.206 
 2526 0.161 0.177 0.188 0.203 0.206 0.206 
 2527 0.161 0.177 0.189 0.203 0.206 0.206 
 2528 0.162 0.177 0.189 0.203 0.206 0.206 
 2529 0.162 0.177 0.189 0.203 0.206 0.206 
 2530 0.162 0.177 0.189 0.203 0.206 0.206 
 2531 0.162 0.177 0.189 0.204 0.207 0.207 
 2532 0.162 0.178 0.189 0.204 0.207 0.207 
 2533 0.162 0.178 0.189 0.204 0.207 0.207 
 2534 0.162 0.178 0.190 0.204 0.207 0.207 
 2535 0.163 0.178 0.190 0.204 0.207 0.207 
 2536 0.163 0.178 0.190 0.204 0.207 0.207 
 2537 0.163 0.178 0.190 0.204 0.207 0.207 
 2538 0.163 0.178 0.190 0.204 0.207 0.208 
 2539 0.163 0.179 0.190 0.205 0.208 0.208 
 2540 0.163 0.179 0.190 0.205 0.208 0.208 
 2541 0.163 0.179 0.191 0.205 0.208 0.208 
 2542 0.164 0.179 0.191 0.205 0.208 0.208 
 2543 0.164 0.179 0.191 0.205 0.208 0.208 
 2544 0.164 0.179 0.191 0.205 0.208 0.208 
 2545 0.164 0.180 0.191 0.205 0.208 0.208 
 2546 0.164 0.180 0.191 0.206 0.208 0.208 
 2547 0.164 0.180 0.192 0.206 0.209 0.209 
 2548 0.164 0.180 0.192 0.206 0.209 0.209 
 2549 0.165 0.180 0.192 0.206 0.209 0.209 
 2550 0.165 0.180 0.192 0.206 0.209 0.209 
 2551 0.165 0.180 0.192 0.206 0.209 0.209 
 2552 0.165 0.181 0.192 0.206 0.209 0.209 
 2553 0.165 0.181 0.192 0.206 0.209 0.209 
 2554 0.165 0.181 0.192 0.207 0.209 0.209 
 2555 0.165 0.181 0.193 0.207 0.209 0.210 
 2556 0.166 0.181 0.193 0.207 0.210 0.210 
 2557 0.166 0.181 0.193 0.207 0.210 0.210 
 2558 0.166 0.181 0.193 0.207 0.210 0.210 
 2559 0.166 0.182 0.193 0.207 0.210 0.210 
 2560 0.166 0.182 0.193 0.207 0.210 0.210 
 2561 0.166 0.182 0.193 0.207 0.210 0.210 
 2562 0.166 0.182 0.194 0.207 0.210 0.210 
 2563 0.166 0.182 0.194 0.208 0.210 0.211 
 2564 0.166 0.182 0.194 0.208 0.211 0.211 
 2565 0.167 0.182 0.194 0.208 0.211 0.211 
 2566 0.167 0.183 0.194 0.208 0.211 0.211 
 2567 0.167 0.183 0.194 0.208 0.211 0.211 
 2568 0.167 0.183 0.194 0.208 0.211 0.211 
 2569 0.167 0.183 0.194 0.208 0.211 0.211 
 2570 0.167 0.183 0.195 0.208 0.211 0.211 
 2571 0.167 0.183 0.195 0.209 0.211 0.211 
 2572 0.167 0.183 0.195 0.209 0.211 0.212 
 2573 0.168 0.183 0.195 0.209 0.212 0.212 
 2574 0.168 0.184 0.195 0.209 0.212 0.212 
 2575 0.168 0.184 0.195 0.209 0.212 0.212 
 2576 0.168 0.184 0.195 0.209 0.212 0.212 
 2577 0.168 0.184 0.195 0.209 0.212 0.212 
 2578 0.168 0.184 0.196 0.209 0.212 0.212 
 2579 0.168 0.184 0.196 0.209 0.212 0.212 
 2580 0.169 0.184 0.196 0.210 0.212 0.212 
 2581 0.169 0.185 0.196 0.210 0.212 0.212 
 2582 0.169 0.185 0.196 0.210 0.212 0.213 
 2583 0.169 0.185 0.196 0.210 0.213 0.213 
 2584 0.169 0.185 0.196 0.210 0.213 0.213 
 2585 0.169 0.185 0.196 0.210 0.213 0.213 
 2586 0.169 0.185 0.196 0.210 0.213 0.213 
 2587 0.169 0.185 0.197 0.210 0.213 0.213 
 2588 0.170 0.185 0.197 0.211 0.213 0.213 
 2589 0.170 0.186 0.197 0.211 0.213 0.213 
 2590 0.170 0.186 0.197 0.211 0.213 0.213 
 2591 0.170 0.186 0.197 0.211 0.213 0.214 
 2592 0.170 0.186 0.197 0.211 0.213 0.214 
 2593 0.170 0.186 0.197 0.211 0.214 0.214 
 2594 0.170 0.186 0.197 0.211 0.214 0.214 
 2595 0.170 0.186 0.198 0.211 0.214 0.214 
 2596 0.171 0.186 0.198 0.211 0.214 0.214 
 2597 0.171 0.187 0.198 0.211 0.214 0.214 
 2598 0.171 0.187 0.198 0.212 0.214 0.214 
 2599 0.171 0.187 0.198 0.212 0.214 0.214 
 2600 0.171 0.187 0.198 0.212 0.214 0.214 
 2601 0.171 0.187 0.198 0.212 0.214 0.215 
 2602 0.171 0.187 0.198 0.212 0.214 0.215 
 2603 0.171 0.187 0.199 0.212 0.215 0.215 
 2604 0.172 0.187 0.199 0.212 0.215 0.215 
 2605 0.172 0.188 0.199 0.212 0.215 0.215 
 2606 0.172 0.188 0.199 0.212 0.215 0.215 
 2607 0.172 0.188 0.199 0.212 0.215 0.215 
 2608 0.172 0.188 0.199 0.213 0.215 0.215 
 2609 0.172 0.188 0.199 0.213 0.215 0.215 
 2610 0.172 0.188 0.199 0.213 0.215 0.215 
 2611 0.172 0.188 0.200 0.213 0.215 0.216 
 2612 0.173 0.188 0.200 0.213 0.215 0.216 
 2613 0.173 0.189 0.200 0.213 0.215 0.216 
 2614 0.173 0.189 0.200 0.213 0.216 0.216 
 2615 0.173 0.189 0.200 0.213 0.216 0.216 
 2616 0.173 0.189 0.200 0.213 0.216 0.216 
 2617 0.173 0.189 0.200 0.213 0.216 0.216 
 2618 0.173 0.189 0.200 0.214 0.216 0.216 
 2619 0.173 0.189 0.200 0.214 0.216 0.216 
 2620 0.174 0.189 0.201 0.214 0.216 0.216 
 2621 0.174 0.190 0.201 0.214 0.216 0.216 
 2622 0.174 0.190 0.201 0.214 0.216 0.217 
 2623 0.174 0.190 0.201 0.214 0.216 0.217 
 2624 0.174 0.190 0.201 0.214 0.216 0.217 
 2625 0.174 0.190 0.201 0.214 0.217 0.217 
 2626 0.174 0.190 0.201 0.214 0.217 0.217 
 2627 0.174 0.190 0.201 0.214 0.217 0.217 
 2628 0.174 0.190 0.201 0.214 0.217 0.217 
 2629 0.175 0.191 0.202 0.215 0.217 0.217 
 2630 0.175 0.191 0.202 0.215 0.217 0.217 
 2631 0.175 0.191 0.202 0.215 0.217 0.217 
 2632 0.175 0.191 0.202 0.215 0.217 0.217 
 2633 0.175 0.191 0.202 0.215 0.217 0.217 
 2634 0.175 0.191 0.202 0.215 0.217 0.218 
 2635 0.175 0.191 0.202 0.215 0.217 0.218 
 2636 0.175 0.191 0.202 0.215 0.218 0.218 
 2637 0.176 0.191 0.202 0.215 0.218 0.218 
 2638 0.176 0.191 0.203 0.215 0.218 0.218 
 2639 0.176 0.192 0.203 0.215 0.218 0.218 
 2640 0.176 0.192 0.203 0.216 0.218 0.218 
 2641 0.176 0.192 0.203 0.216 0.218 0.218 
 2642 0.176 0.192 0.203 0.216 0.218 0.218 
 2643 0.176 0.192 0.203 0.216 0.218 0.218 
 2644 0.176 0.192 0.203 0.216 0.218 0.218 
 2645 0.177 0.192 0.203 0.216 0.218 0.219 
 2646 0.177 0.192 0.203 0.216 0.218 0.219 
 2647 0.177 0.192 0.204 0.216 0.218 0.219 
 2648 0.177 0.193 0.204 0.216 0.219 0.219 
 2649 0.177 0.193 0.204 0.216 0.219 0.219 
 2650 0.177 0.193 0.204 0.216 0.219 0.219 
 2651 0.177 0.193 0.204 0.217 0.219 0.219 
 2652 0.177 0.193 0.204 0.217 0.219 0.219 
 2653 0.177 0.193 0.204 0.217 0.219 0.219 
 2654 0.177 0.193 0.204 0.217 0.219 0.219 
 2655 0.178 0.193 0.204 0.217 0.219 0.219 
 2656 0.178 0.194 0.204 0.217 0.219 0.219 
 2657 0.178 0.194 0.205 0.217 0.219 0.220 
 2658 0.178 0.194 0.205 0.217 0.219 0.220 
 2659 0.178 0.194 0.205 0.217 0.219 0.220 
 2660 0.178 0.194 0.205 0.217 0.220 0.220 
 2661 0.178 0.194 0.205 0.217 0.220 0.220 
 2662 0.178 0.194 0.205 0.217 0.220 0.220 
 2663 0.178 0.194 0.205 0.218 0.220 0.220 
 2664 0.179 0.194 0.205 0.218 0.220 0.220 
 2665 0.179 0.195 0.205 0.218 0.220 0.220 
 2666 0.179 0.195 0.205 0.218 0.220 0.220 
 2667 0.179 0.195 0.205 0.218 0.220 0.220 
 2668 0.179 0.195 0.206 0.218 0.220 0.220 
 2669 0.179 0.195 0.206 0.218 0.220 0.220 
 2670 0.179 0.195 0.206 0.218 0.220 0.221 
 2671 0.179 0.195 0.206 0.218 0.220 0.221 
 2672 0.179 0.195 0.206 0.218 0.221 0.221 
 2673 0.180 0.195 0.206 0.218 0.221 0.221 
 2674 0.180 0.195 0.206 0.218 0.221 0.221 
 2675 0.180 0.196 0.206 0.218 0.221 0.221 
 2676 0.180 0.196 0.206 0.219 0.221 0.221 
 2677 0.180 0.196 0.206 0.219 0.221 0.221 
 2678 0.180 0.196 0.207 0.219 0.221 0.221 
 2679 0.180 0.196 0.207 0.219 0.221 0.221 
 2680 0.180 0.196 0.207 0.219 0.221 0.221 
 2681 0.180 0.196 0.207 0.219 0.221 0.221 
 2682 0.180 0.196 0.207 0.219 0.221 0.221 
 2683 0.181 0.196 0.207 0.219 0.221 0.222 
 2684 0.181 0.196 0.207 0.219 0.221 0.222 
 2685 0.181 0.197 0.207 0.219 0.222 0.222 
 2686 0.181 0.197 0.207 0.219 0.222 0.222 
 2687 0.181 0.197 0.207 0.219 0.222 0.222 
 2688 0.181 0.197 0.207 0.219 0.222 0.222 
 2689 0.181 0.197 0.208 0.220 0.222 0.222 
 2690 0.181 0.197 0.208 0.220 0.222 0.222 
 2691 0.181 0.197 0.208 0.220 0.222 0.222 
 2692 0.182 0.197 0.208 0.220 0.222 0.222 
 2693 0.182 0.197 0.208 0.220 0.222 0.222 
 2694 0.182 0.197 0.208 0.220 0.222 0.222 
 2695 0.182 0.198 0.208 0.220 0.222 0.222 
 2696 0.182 0.198 0.208 0.220 0.222 0.222 
 2697 0.182 0.198 0.208 0.220 0.222 0.223 
 2698 0.182 0.198 0.208 0.220 0.222 0.223 
 2699 0.182 0.198 0.208 0.220 0.222 0.223 
 2700 0.182 0.198 0.209 0.220 0.223 0.223 
 2701 0.182 0.198 0.209 0.220 0.223 0.223 
 2702 0.183 0.198 0.209 0.220 0.223 0.223 
 2703 0.183 0.198 0.209 0.221 0.223 0.223 
 2704 0.183 0.198 0.209 0.221 0.223 0.223 
 2705 0.183 0.198 0.209 0.221 0.223 0.223 
 2706 0.183 0.199 0.209 0.221 0.223 0.223 
 2707 0.183 0.199 0.209 0.221 0.223 0.223 
 2708 0.183 0.199 0.209 0.221 0.223 0.223 
 2709 0.183 0.199 0.209 0.221 0.223 0.223 
 2710 0.183 0.199 0.209 0.221 0.223 0.223 
 2711 0.183 0.199 0.209 0.221 0.223 0.224 
 2712 0.183 0.199 0.210 0.221 0.223 0.224 
 2713 0.184 0.199 0.210 0.221 0.223 0.224 
 2714 0.184 0.199 0.210 0.221 0.224 0.224 
 2715 0.184 0.199 0.210 0.221 0.224 0.224 
 2716 0.184 0.200 0.210 0.221 0.224 0.224 
 2717 0.184 0.200 0.210 0.222 0.224 0.224 
 2718 0.184 0.200 0.210 0.222 0.224 0.224 
 2719 0.184 0.200 0.210 0.222 0.224 0.224 
 2720 0.184 0.200 0.210 0.222 0.224 0.224 
 2721 0.184 0.200 0.210 0.222 0.224 0.224 
 2722 0.184 0.200 0.210 0.222 0.224 0.224 
 2723 0.184 0.200 0.210 0.222 0.224 0.224 
 2724 0.185 0.200 0.211 0.222 0.224 0.224 
 2725 0.185 0.200 0.211 0.222 0.224 0.224 
 2726 0.185 0.200 0.211 0.222 0.224 0.224 
 2727 0.185 0.201 0.211 0.222 0.224 0.225 
 2728 0.185 0.201 0.211 0.222 0.224 0.225 
 2729 0.185 0.201 0.211 0.222 0.224 0.225 
 2730 0.185 0.201 0.211 0.222 0.225 0.225 
 2731 0.185 0.201 0.211 0.222 0.225 0.225 
 2732 0.185 0.201 0.211 0.222 0.225 0.225 
 2733 0.185 0.201 0.211 0.223 0.225 0.225 
 2734 0.185 0.201 0.211 0.223 0.225 0.225 
 2735 0.186 0.201 0.211 0.223 0.225 0.225 
 2736 0.186 0.201 0.212 0.223 0.225 0.225 
 2737 0.186 0.201 0.212 0.223 0.225 0.225 
 2738 0.186 0.202 0.212 0.223 0.225 0.225 
 2739 0.186 0.202 0.212 0.223 0.225 0.225 
 2740 0.186 0.202 0.212 0.223 0.225 0.225 
 2741 0.186 0.202 0.212 0.223 0.225 0.225 
 2742 0.186 0.202 0.212 0.223 0.225 0.225 
 2743 0.186 0.202 0.212 0.223 0.225 0.226 
 2744 0.186 0.202 0.212 0.223 0.225 0.226 
 2745 0.186 0.202 0.212 0.223 0.225 0.226 
 2746 0.187 0.202 0.212 0.223 0.226 0.226 
 2747 0.187 0.202 0.212 0.223 0.226 0.226 
 2748 0.187 0.202 0.213 0.223 0.226 0.226 
 2749 0.187 0.203 0.213 0.224 0.226 0.226 
 2750 0.187 0.203 0.213 0.224 0.226 0.226 
 2751 0.187 0.203 0.213 0.224 0.226 0.226 
 2752 0.187 0.203 0.213 0.224 0.226 0.226 
 2753 0.187 0.203 0.213 0.224 0.226 0.226 
 2754 0.187 0.203 0.213 0.224 0.226 0.226 
 2755 0.187 0.203 0.213 0.224 0.226 0.226 
 2756 0.187 0.203 0.213 0.224 0.226 0.226 
 2757 0.187 0.203 0.213 0.224 0.226 0.226 
 2758 0.188 0.203 0.213 0.224 0.226 0.226 
 2759 0.188 0.203 0.213 0.224 0.226 0.226 
 2760 0.188 0.203 0.213 0.224 0.226 0.226 
 2761 0.188 0.204 0.213 0.224 0.226 0.227 
 2762 0.188 0.204 0.214 0.224 0.226 0.227 
 2763 0.188 0.204 0.214 0.224 0.226 0.227 
 2764 0.188 0.204 0.214 0.224 0.227 0.227 
 2765 0.188 0.204 0.214 0.224 0.227 0.227 
 2766 0.188 0.204 0.214 0.225 0.227 0.227 
 2767 0.188 0.204 0.214 0.225 0.227 0.227 
 2768 0.189 0.204 0.214 0.225 0.227 0.227 
 2769 0.189 0.204 0.214 0.225 0.227 0.227 
 2770 0.189 0.204 0.214 0.225 0.227 0.227 
 2771 0.189 0.204 0.214 0.225 0.227 0.227 
 2772 0.189 0.204 0.214 0.225 0.227 0.227 
 2773 0.189 0.204 0.214 0.225 0.227 0.227 
 2774 0.189 0.205 0.214 0.225 0.227 0.227 
 2775 0.189 0.205 0.214 0.225 0.227 0.227 
 2776 0.189 0.205 0.214 0.225 0.227 0.227 
 2777 0.189 0.205 0.215 0.225 0.227 0.227 
 2778 0.189 0.205 0.215 0.225 0.227 0.227 
 2779 0.189 0.205 0.215 0.225 0.227 0.228 
 2780 0.190 0.205 0.215 0.225 0.227 0.228 
 2781 0.190 0.205 0.215 0.225 0.227 0.228 
 2782 0.190 0.205 0.215 0.225 0.228 0.228 
 2783 0.190 0.205 0.215 0.225 0.228 0.228 
 2784 0.190 0.205 0.215 0.226 0.228 0.228 
 2785 0.190 0.205 0.215 0.226 0.228 0.228 
 2786 0.190 0.206 0.215 0.226 0.228 0.228 
 2787 0.190 0.206 0.215 0.226 0.228 0.228 
 2788 0.190 0.206 0.215 0.226 0.228 0.228 
 2789 0.190 0.206 0.215 0.226 0.228 0.228 
 2790 0.190 0.206 0.215 0.226 0.228 0.228 
 2791 0.190 0.206 0.215 0.226 0.228 0.228 
 2792 0.191 0.206 0.216 0.226 0.228 0.228 
 2793 0.191 0.206 0.216 0.226 0.228 0.228 
 2794 0.191 0.206 0.216 0.226 0.228 0.228 
 2795 0.191 0.206 0.216 0.226 0.228 0.228 
 2796 0.191 0.206 0.216 0.226 0.228 0.228 
 2797 0.191 0.206 0.216 0.226 0.228 0.228 
 2798 0.191 0.207 0.216 0.226 0.228 0.228 
 2799 0.191 0.207 0.216 0.226 0.228 0.229 
 2800 0.191 0.207 0.216 0.226 0.228 0.229 
 2801 0.191 0.207 0.216 0.226 0.228 0.229 
 2802 0.191 0.207 0.216 0.226 0.228 0.229 
 2803 0.191 0.207 0.216 0.226 0.229 0.229 
 2804 0.192 0.207 0.216 0.227 0.229 0.229 
 2805 0.192 0.207 0.216 0.227 0.229 0.229 
 2806 0.192 0.207 0.216 0.227 0.229 0.229 
 2807 0.192 0.207 0.217 0.227 0.229 0.229 
 2808 0.192 0.207 0.217 0.227 0.229 0.229 
 2809 0.192 0.207 0.217 0.227 0.229 0.229 
 2810 0.192 0.207 0.217 0.227 0.229 0.229 
 2811 0.192 0.207 0.217 0.227 0.229 0.229 
 2812 0.192 0.208 0.217 0.227 0.229 0.229 
 2813 0.192 0.208 0.217 0.227 0.229 0.229 
 2814 0.192 0.208 0.217 0.227 0.229 0.229 
 2815 0.192 0.208 0.217 0.227 0.229 0.229 
 2816 0.192 0.208 0.217 0.227 0.229 0.229 
 2817 0.193 0.208 0.217 0.227 0.229 0.229 
 2818 0.193 0.208 0.217 0.227 0.229 0.229 
 2819 0.193 0.208 0.217 0.227 0.229 0.229 
 2820 0.193 0.208 0.217 0.227 0.229 0.229 
 2821 0.193 0.208 0.217 0.227 0.229 0.230 
 2822 0.193 0.208 0.217 0.227 0.229 0.230 
 2823 0.193 0.208 0.218 0.227 0.229 0.230 
 2824 0.193 0.208 0.218 0.227 0.230 0.230 
 2825 0.193 0.208 0.218 0.228 0.230 0.230 
 2826 0.193 0.209 0.218 0.228 0.230 0.230 
 2827 0.193 0.209 0.218 0.228 0.230 0.230 
 2828 0.193 0.209 0.218 0.228 0.230 0.230 
 2829 0.193 0.209 0.218 0.228 0.230 0.230 
 2830 0.193 0.209 0.218 0.228 0.230 0.230 
 2831 0.194 0.209 0.218 0.228 0.230 0.230 
 2832 0.194 0.209 0.218 0.228 0.230 0.230 
 2833 0.194 0.209 0.218 0.228 0.230 0.230 
 2834 0.194 0.209 0.218 0.228 0.230 0.230 
 2835 0.194 0.209 0.218 0.228 0.230 0.230 
 2836 0.194 0.209 0.218 0.228 0.230 0.230 
 2837 0.194 0.209 0.218 0.228 0.230 0.230 
 2838 0.194 0.209 0.218 0.228 0.230 0.230 
 2839 0.194 0.209 0.219 0.228 0.230 0.230 
 2840 0.194 0.209 0.219 0.228 0.230 0.230 
 2841 0.194 0.210 0.219 0.228 0.230 0.230 
 2842 0.194 0.210 0.219 0.228 0.230 0.230 
 2843 0.194 0.210 0.219 0.228 0.230 0.230 
 2844 0.194 0.210 0.219 0.228 0.230 0.230 
 2845 0.195 0.210 0.219 0.228 0.230 0.231 
 2846 0.195 0.210 0.219 0.228 0.230 0.231 
 2847 0.195 0.210 0.219 0.228 0.230 0.231 
 2848 0.195 0.210 0.219 0.229 0.231 0.231 
 2849 0.195 0.210 0.219 0.229 0.231 0.231 
 2850 0.195 0.210 0.219 0.229 0.231 0.231 
 2851 0.195 0.210 0.219 0.229 0.231 0.231 
 2852 0.195 0.210 0.219 0.229 0.231 0.231 
 2853 0.195 0.210 0.219 0.229 0.231 0.231 
 2854 0.195 0.210 0.219 0.229 0.231 0.231 
 2855 0.195 0.210 0.219 0.229 0.231 0.231 
 2856 0.195 0.210 0.219 0.229 0.231 0.231 
 2857 0.195 0.211 0.220 0.229 0.231 0.231 
 2858 0.196 0.211 0.220 0.229 0.231 0.231 
 2859 0.196 0.211 0.220 0.229 0.231 0.231 
 2860 0.196 0.211 0.220 0.229 0.231 0.231 
 2861 0.196 0.211 0.220 0.229 0.231 0.231 
 2862 0.196 0.211 0.220 0.229 0.231 0.231 
 2863 0.196 0.211 0.220 0.229 0.231 0.231 
 2864 0.196 0.211 0.220 0.229 0.231 0.231 
 2865 0.196 0.211 0.220 0.229 0.231 0.231 
 2866 0.196 0.211 0.220 0.229 0.231 0.231 
 2867 0.196 0.211 0.220 0.229 0.231 0.231 
 2868 0.196 0.211 0.220 0.229 0.231 0.231 
 2869 0.196 0.211 0.220 0.229 0.231 0.231 
 2870 0.196 0.211 0.220 0.229 0.231 0.231 
 2871 0.196 0.211 0.220 0.229 0.231 0.232 
 2872 0.197 0.212 0.220 0.230 0.231 0.232 
 2873 0.197 0.212 0.220 0.230 0.231 0.232 
 2874 0.197 0.212 0.220 0.230 0.232 0.232 
 2875 0.197 0.212 0.221 0.230 0.232 0.232 
 2876 0.197 0.212 0.221 0.230 0.232 0.232 
 2877 0.197 0.212 0.221 0.230 0.232 0.232 
 2878 0.197 0.212 0.221 0.230 0.232 0.232 
 2879 0.197 0.212 0.221 0.230 0.232 0.232 
 2880 0.197 0.212 0.221 0.230 0.232 0.232 
 2881 0.197 0.212 0.221 0.230 0.232 0.232 
 2882 0.197 0.212 0.221 0.230 0.232 0.232 
 2883 0.197 0.212 0.221 0.230 0.232 0.232 
 2884 0.197 0.212 0.221 0.230 0.232 0.232 
 2885 0.197 0.212 0.221 0.230 0.232 0.232 
 2886 0.197 0.212 0.221 0.230 0.232 0.232 
 2887 0.198 0.213 0.221 0.230 0.232 0.232 
 2888 0.198 0.213 0.221 0.230 0.232 0.232 
 2889 0.198 0.213 0.221 0.230 0.232 0.232 
 2890 0.198 0.213 0.221 0.230 0.232 0.232 
 2891 0.198 0.213 0.221 0.230 0.232 0.232 
 2892 0.198 0.213 0.221 0.230 0.232 0.232 
 2893 0.198 0.213 0.221 0.230 0.232 0.232 
 2894 0.198 0.213 0.222 0.230 0.232 0.232 
 2895 0.198 0.213 0.222 0.230 0.232 0.232 
 2896 0.198 0.213 0.222 0.230 0.232 0.232 
 2897 0.198 0.213 0.222 0.230 0.232 0.232 
 2898 0.198 0.213 0.222 0.230 0.232 0.232 
 2899 0.198 0.213 0.222 0.231 0.232 0.233 
 2900 0.198 0.213 0.222 0.231 0.232 0.233 
 2901 0.198 0.213 0.222 0.231 0.232 0.233 
 2902 0.199 0.213 0.222 0.231 0.232 0.233 
 2903 0.199 0.213 0.222 0.231 0.233 0.233 
 2904 0.199 0.214 0.222 0.231 0.233 0.233 
 2905 0.199 0.214 0.222 0.231 0.233 0.233 
 2906 0.199 0.214 0.222 0.231 0.233 0.233 
 2907 0.199 0.214 0.222 0.231 0.233 0.233 
 2908 0.199 0.214 0.222 0.231 0.233 0.233 
 2909 0.199 0.214 0.222 0.231 0.233 0.233 
 2910 0.199 0.214 0.222 0.231 0.233 0.233 
 2911 0.199 0.214 0.222 0.231 0.233 0.233 
 2912 0.199 0.214 0.222 0.231 0.233 0.233 
 2913 0.199 0.214 0.222 0.231 0.233 0.233 
 2914 0.199 0.214 0.222 0.231 0.233 0.233 
 2915 0.199 0.214 0.223 0.231 0.233 0.233 
 2916 0.200 0.214 0.223 0.231 0.233 0.233 
 2917 0.200 0.214 0.223 0.231 0.233 0.233 
 2918 0.200 0.214 0.223 0.231 0.233 0.233 
 2919 0.200 0.214 0.223 0.231 0.233 0.233 
 2920 0.200 0.214 0.223 0.231 0.233 0.233 
 2921 0.200 0.215 0.223 0.231 0.233 0.233 
 2922 0.200 0.215 0.223 0.231 0.233 0.233 
 2923 0.200 0.215 0.223 0.231 0.233 0.233 
 2924 0.200 0.215 0.223 0.231 0.233 0.233 
 2925 0.200 0.215 0.223 0.231 0.233 0.233 
 2926 0.200 0.215 0.223 0.231 0.233 0.233 
 2927 0.200 0.215 0.223 0.231 0.233 0.233 
 2928 0.200 0.215 0.223 0.231 0.233 0.233 
 2929 0.200 0.215 0.223 0.232 0.233 0.233 
 2930 0.200 0.215 0.223 0.232 0.233 0.233 
 2931 0.200 0.215 0.223 0.232 0.233 0.233 
 2932 0.201 0.215 0.223 0.232 0.233 0.234 
 2933 0.201 0.215 0.223 0.232 0.233 0.234 
 2934 0.201 0.215 0.223 0.232 0.233 0.234 
 2935 0.201 0.215 0.224 0.232 0.233 0.234 
 2936 0.201 0.215 0.224 0.232 0.234 0.234 
 2937 0.201 0.215 0.224 0.232 0.234 0.234 
 2938 0.201 0.215 0.224 0.232 0.234 0.234 
 2939 0.201 0.216 0.224 0.232 0.234 0.234 
 2940 0.201 0.216 0.224 0.232 0.234 0.234 
 2941 0.201 0.216 0.224 0.232 0.234 0.234 
 2942 0.201 0.216 0.224 0.232 0.234 0.234 
 2943 0.201 0.216 0.224 0.232 0.234 0.234 
 2944 0.201 0.216 0.224 0.232 0.234 0.234 
 2945 0.201 0.216 0.224 0.232 0.234 0.234 
 2946 0.201 0.216 0.224 0.232 0.234 0.234 
 2947 0.202 0.216 0.224 0.232 0.234 0.234 
 2948 0.202 0.216 0.224 0.232 0.234 0.234 
